Commit,EstimatedTime,Message,RealTime 
d6e6d192a173276a90f02525c6d4029b7ce9f2c9,12.000,This commit contains no changed file,12 
e427dbbb709d9fca1650f480dcb9b6158fc9fefe,12.000,This commit contains no changed file,12 
440d0861aa3fcc89fb8c128d465a21d81c973c40,12.000,,13.13
b4941b0719841f68302a3ae06327e09f81135521,13.480,The build files have been changed. Prediction may not be accurate.,77.91
6444a407505d1106532fce16b6115afb124b1e48,12.000,This commit contains no changed file,12 
caa4c93bc15c1082750792a7cb06ae07c284b84b,12.000,,12.12
5f172a8ff682e0176f858f701b42858fdc374209,12.000,,12.57
34bbe207d9f081e74a8636dc088cf149dade236c,15.740,,16.92
873b9a8d18dacac58fbbbe5f1f64011582c1f502,12.000,This commit contains no changed file,12 
6359b1e4db0b0b35cc221abf3656cb3da06ed13d,44.780,,50.67
d26d128023a263ff8d1532cd1252ad55324c443f,91.030,,96.35
ad3087db65bf323a90174959950a4b49c9207712,12.000,This commit contains no changed file,12 
f4cbcb45c2fcd127882039e4d9c24708ef08ff19,12.000,,11.50
56dc62aa7030e1637a4a7e7679700206e0d88482,12.000,This commit contains no changed file,12 
0da3efb8b7e9ae1607156a8e66f4d20674287665,12.000,This commit contains no changed file,12 
d0d6e8330acbc00fba201775c14cb88d8b75d54a,12.000,,12.44
41c658017139d6a40d02c66c0074dc8e00f8d210,12.000,,11.72
c4aaab42230be7e49a3ab6e4bf6a87e39db9e357,12.000,,12.60
74de9b8cb0db13ec56fc4e797455cca0b153460b,12.000,,12.11
45abed45d65b1084b05f26b5f2d8a8a6c4934062,12.000,,11.48
c14475e361d9531936510fb4c15aba52666884dd,12.000,,11.42
8eee6902473726c67366e725ec452f06d674afc8,66.840,The build files have been changed. Prediction may not be accurate.,108.83
7f6c5050569642fa1c6217e14e291e70a007a8e3,12.000,This commit contains no changed file,12 
7d259c6fd9c232ef1130e59ec97e308ad82ba06f,68.070,The build files have been changed. Prediction may not be accurate.,100.40
88b9102fae035ad574e2c35f2de26390ae51c0fd,12.000,This commit contains no changed file,12 
1f1f9f472631ba6827a7b956c7534e96b79663e8,12.000,,12.47
ecf9b650f423190c5890e76dfc200b4d0f2461ea,12.000,,12.19
e479eb83e471b22174f0e887a59b823fa548bc78,12.000,,12.18
adfcbec4414c9b580db8852d594aee13eb41dadc,12.000,,12.31
e85dbe609379ec2af7a97b7ece1ff3c0eef36bc4,12.000,,12.36
4cf2fa381f966e4a3b6994fd9b7c8a8cbb132a59,12.000,,12.23
2e6243d400e182c334ed541b687bcf923cc9115f,12.000,,12.29
0c75ddd386de634ce77c218ebc509b9b009b68b7,12.000,,12.30
bee2a598ae11dd2eacea22620fdf553b73692749,12.000,,12.21
163f308b47da339392b85b28e8a199f266a098a2,12.000,,12.34
55e8252da74c3276eb75f4289d881f09ab4d5802,12.000,The build files have been changed. Prediction may not be accurate.,12.31
ce74643b502773db817511cd24dc8afbef6faa44,81.980,,83.64
72b9f62ee6231b3a1afc982d295f92d13297fc62,54.120,,55.31
14698b35f3c98c9c532ae7733dcb1bec2c0f8a30,12.000,,12.49
e1b56ba0b8bdcacb138c842ad474a2f23956c3f8,23.590,The build files have been changed. Prediction may not be accurate.,71.84
0f56b8682247533bfb20a4c837123a2354059658,23.600,,24.24
f30ed9cd232033952775ac090deb467bff6f000e,23.590,The build files have been changed. Prediction may not be accurate.,71.25
a04250c45675d43e8c42492efd5102593dca2f12,23.590,The build files have been changed. Prediction may not be accurate.,2906.04
1b9729b4dffc884fc828fb725f2844af82281727,23.600,,24.09
a5d29bbd2d5fd3400896ef9799ee411c0bdd6622,23.600,The build files have been changed. Prediction may not be accurate.,73.43
e99aedf8f6469249c0e919f90a29d91948d29053,12.000,This commit contains no changed file,12 
2ed578852ba88090e7865f083a8d9b80f0075801,12.000,This commit contains no changed file,12 
8e5648faee20131059f475528fef523a7d06ed97,12.000,,12.56
449410b5a1d40d869cf5aef379bf96cddd0c9849,12.000,,12.68
a26dc789c0138beaeb93b0a8850675e9a33bafb3,12.000,The build files have been changed. Prediction may not be accurate.,12.29
d57962d7e5ef4d1669b7b9f2c45010bad7c9976d,12.000,This commit contains no changed file,12 
00851f6451a7ee965dc4831df3b805a3f6dcdc45,12.000,This commit contains no changed file,12 
9ddc3eba53153c05e601419b69e94bc309747111,12.000,,12.34
df9b9dbc71a4be17b66e95dbb48d92b9dc267e79,44.780,The build files have been changed. Prediction may not be accurate.,106.75
98657950c0aef22eeb281d6b27fdc463d017f872,1632.600,,1724.86
6316820808236dc66cdf52e7508b74475227ca3d,1817.740,,1879.59
b21bb400681a7c6fb15a9fd82f91acd251e2f4f6,1817.740,,1891.48
8873e81132b8abff30b2427fbaceb695ce826a09,2499.110,,2595.00
ba0a6dc287a4416a6e71ef79e91eeb2f7783e140,51.310,,51.87
a8360659625658e1ac20a46618ded4639add677d,12.000,This commit contains no changed file,12 
2a4d43612638950452958b14fdccfa255b3ff128,12.000,This commit contains no changed file,12 
d152663580978b9c460174d5bba0cef85182025e,1614.440,,1664.55
924248d9a4a8038e7c314adb6e4486fc695c31da,280.260,,292.31
d023a36fcb8bd707dc3eedb6336bd72e388c485d,12.000,,12.35
426987d973001b55617aab5b38ece430a702808f,12.000,This commit contains no changed file,12 
e0d01b00937302829a91999783cdc449bd7065cf,873.860,The build files have been changed. Prediction may not be accurate.,925.67
dbeeafd4507bf3da8f125550f4db166a118c0b63,12.000,This commit contains no changed file,12 
a1dbc97d8e1a9377d3c167a5459115fd87c94fe9,12.000,,12.11
2cbef7a777cc2c935f6f5223a8abb7f1b7c4e2cd,12.000,,12.19
a6d74331eb0260b7f030ce8a7014843f1adace4f,12.000,This commit contains no changed file,12 
743bd12a6a8bdafaad0f93132ae41929c4cb24ad,12.000,,12.23
032cf816b80b74e1309d4da73a1b2e84f7017b49,12.000,This commit contains no changed file,12 
1c5730125f07bb86444d0d513a06e275f9b3ed91,12.000,The build files have been changed. Prediction may not be accurate.,12.12
1ec1fd0226c3259b7494e5c2dba4cf310fde9b4d,12.000,This commit contains no changed file,12 
739364c8ab085fe9402921e47d5a3a979bcde13c,12.000,The build files have been changed. Prediction may not be accurate.,12.23
54aab8a93ffc965a323dbafed95bd86448153ed2,12.000,,12.26
758745b3274eaac40b6a238ae32db2531b4b02aa,12.000,The build files have been changed. Prediction may not be accurate.,70.19
cff02ab2d9e53f54e7bb5b62e6e286a1ae9980f6,40.550,The build files have been changed. Prediction may not be accurate.,71.22
2b5792f7746fecaf5cb04fe88eca08017e526727,13.050,The build files have been changed. Prediction may not be accurate.,71.39
4166cd1d97f6ba9323d4a5e934652cd4db5f641d,53.800,,56.20
136c17f104b6ed9041adb9bb8bef9945942abb74,72.600,,73.41
9645f93b4b9ca4c765ae6f6e95c2c51d5f189968,28.730,,28.61
a7560654bc72e18ebfdfa925b23d779b3d49ff25,19.790,,20.61
3e0306fd8c99b8d28290e13974978d7f1ac2adb8,20.510,,20.91
46b25254fb1ca092cfa80a5bd9ea611a6aaca881,15.570,,15.62
2f55c52ac64623bd3b7b9f06ea1b659d21ec01d9,12.000,,12.14
0d8721089dd278972555c8babea49e2ff59e968d,12.000,,12.09
8ebd38a0a45fec1d012084388cbebc4302bc8418,12.000,The build files have been changed. Prediction may not be accurate.,11.95
0a2b5396d68cc63bdf5725558e70093f7dbd4e26,12.000,,12.33
67eb308683eb4a67fbc8b9d6950c5bf84b592874,12.000,The build files have been changed. Prediction may not be accurate.,69.87
9e7af0532c18197d3a7f3883f8d064d5698a5d2d,12.000,,12.10
0cdc96fef9c8bb018cf54255e6eca966be2ce61a,12.000,,12.04
b07572860b1b4e982342bcb1d97609fe771b3d72,12.000,,12.12
2bb21722494e7bf036635dfc5ef0a76b6ded1332,12.000,,12.19
42c10c5767eca4c693a08b1f5bac58c879e674c0,12.000,,12.16
828e63ad49fbb3707d8091c24e7525c12c49b4e6,12.000,,12.11
7a26d2c73ff82963a83ec03932e50b83f2c4c1e7,12.000,,12.22
29565a14157c2158e28c1f8a6dbdc34a4d524371,12.000,,12.12
a43a0543200ab603216326270976f246aa79b4ae,12.000,,12.25
abf3d548f712bd8dc47a431d281243b2a9178fa0,12.000,,12.11
d2df89ffa46b9664f5ad3b7c018a0e74f4f3c0c7,12.000,,12.05
5e67d946cae1c29630e7ff58e5aa53c728541947,12.000,,12.11
7a20d0e86d773cad495e6651b92dad687601a4bb,12.000,,12.04
c1698f8d813c3f5995c3086ae9b17ad0f0d01116,12.000,,12.08
010ff6c8152317addfad32b25df1d5d55afc2e02,12.000,,12.33
c9f90fae61d0693d68c8848fd4588a863f50d3c1,12.000,,12.12
9269fbef1c551f2f768d2513a5b86f48e1ddd596,12.000,,12.13
8dafe11f1fb1cacf2a7c9dfddf93fa31570c821d,12.000,,12.04
32b79879f2d267bbf3185bef2243e768d61135aa,12.000,,12.30
84e69fda90aed6095b3102606319c654af8c3137,12.000,,12.34
f4f363426d12bf09741dc2d8f06f29cf68c2ab82,12.000,,12.20
d121493cc36175325c1e9ac4aff8648e26c31f20,12.000,,12.44
f1e4e6ef7bddfeb10f97a2af3fb5bb66176d8f76,12.000,,12.23
a2db83b31bf0d8cd07d071beda01f4ee6fced79d,12.000,,12.34
251e31427431e32a8cfed890f67b954ef3dc69b0,12.000,,12.13
84c643a5a3c9a60f8ac71c28dbe5da37df56d8ae,12.000,,12.01
004316e5f7502b934474cd9b189f53eecdbb51cb,12.000,,12.16
df812670331a849329b9d03f2a85b55eb60e8980,12.000,,12.07
39b558aace34e4969a37b30a658bfae82226594a,15.570,,15.80
